CARBON DIOXIDE EMISSIONS (Metric Ton CO2e),% DIFFERENCE FROM NATIONAL MEDIAN SOURCE EUI,% DIFFERENCE FROM NATIONAL MEDIAN SITE EUI,GROSS BUILDING FLOOR AREA (ft²),NUMBER OF BUILDINGS,OCCUPANCY,POSTAL CODE,PROPERTY TYPE,SITE ENERGY USE INTENSITY (EUI) (kBtu/ft²),Source EUI (kBtu/ft²),TOTAL WATER USE (kgal),YEAR BUILT
23.6,-62.9,-62.9,22275.0,1.0,100.0,91331,Other - Entertainment/Public Assembly,15.2,41.6,75.0,1971.0
6.4,-95.0,-95.0,22500.0,1.0,70.0,90013,Other - Mall,4.1,11.4,18.0,1912.0
95.6,-10.9,-10.9,40491.0,1.0,95.0,90068,Multifamily Housing,38.5,72.1,2852.6,1964.0
43.3,-35.5,-35.5,22278.0,1.0,100.0,90028,Residence Hall/Dormitory,27.6,77.3,1050.2,1923.0
511.1,-24.2,-24.2,164898.0,1.0,70.0,90028,Office,35.7,112.2,3790.4,1966.0
242.8,-80.5,-80.5,78778.0,1.0,100.0,91331,Supermarket/Grocery Store,41.2,125.5,1065.2,1992.0
11.3,-56.8,-56.8,28808.0,1.0,100.0,91331,Distribution Center,5.6,15.6,143.6,1989.0
2184.3,888.3,888.3,75251.0,3.0,100.0,90014,Office,412.9,1150.1,3669.9,2000.0
5736.0,557.9,557.9,334375.0,1.0,95.0,90012,Multifamily Housing,243.6,643.7,23.4,2014.0
1317.0,-11.7,-11.7,367371.0,2.0,90.0,90010,Multifamily Housing,59.3,106.2,13939.1,2007.0
112.1,96.8,96.8,24098.0,1.0,100.0,91601,Multifamily Housing,72.4,157.4,432.6,1965.0
215.5,7.8,7.8,56000.0,1.0,75.0,90012,Financial Office,56.4,145.3,43.5,1978.0
687.8,13.9,13.9,220767.0,1.0,100.0,90024,Multifamily Housing,46.5,108.0,9991.9,2001.0
120.3,-12.9,-12.9,62379.0,1.0,100.0,90025,Multifamily Housing,31.2,57.8,2443.9,1970.0
3.9,-98.6,-98.6,45000.0,1.0,100.0,91601,Office,1.6,1.7,363.6,1961.0
29.0,-18.1,-18.1,22470.0,1.0,100.0,91604,Worship Facility,19.9,44.3,355.4,1950.0
1284.2,-48.9,-48.9,856039.0,1.0,10.0,90017,Office,21.3,59.6,1997.8,1967.0
480.9,-13.8,-13.8,114317.0,1.0,75.0,90005,Hotel,62.2,148.3,6083.2,1991.0
274.1,393.2,393.2,30942.0,1.0,95.0,90014,Multifamily Housing,143.3,276.4,6225.3,2000.0
117.8,17.0,17.0,25312.0,1.0,100.0,90045,Retail Store,72.4,157.4,454.4,1999.0
74.2,-27.2,-27.2,75107.0,2.0,100.0,91342,Distribution Center,14.2,38.5,322.8,1997.0
301.2,-53.3,-53.3,113316.0,1.0,100.0,91402,Enclosed Mall,35.1,110.1,2254.6,1964.0
501.5,-9.2,-9.2,225000.0,1.0,95.0,90017,Multifamily Housing,36.6,67.2,8317.4,2000.0
25.1,-78.8,-78.8,27380.0,1.0,100.0,90034,Multifamily Housing,16.8,20.3,1402.9,1958.0
196.6,30.6,30.6,31455.0,1.0,100.0,90038,Office,89.1,246.8,235.7,1987.0
631.2,-8.4,-8.4,161000.0,1.0,100.0,90033,Refrigerated Warehouse,51.7,162.3,1416.9,1981.0
265.0,71.5,71.5,80898.0,1.0,100.0,90057,Multifamily Housing,46.5,130.2,1452.4,1970.0
895.4,66.4,66.4,90607.0,1.0,100.0,90045,Medical Office,151.1,346.4,7557.0,1997.0
33.9,-23.6,-23.6,8538.0,1.0,100.0,90018,Other - Public Services,70.7,94.1,46.2,1990.0
364.9,-67.8,-67.8,134530.0,1.0,100.0,90036,Multifamily Housing,45.1,79.5,4212.1,2002.0
109.3,374.4,374.4,8755.0,1.0,100.0,90045,Other - Recreation,179.5,459.3,22151.3,2000.0
136.0,-2.9,-2.9,52373.0,1.0,100.0,91352,Multifamily Housing,42.8,77.7,1763.2,1985.0
312.2,17.2,17.2,105633.0,1.0,100.0,90004,Multifamily Housing,43.7,104.2,4420.7,1971.0
434.9,-15.3,-15.3,144530.0,1.0,100.0,90005,Multifamily Housing,45.0,104.2,6592.6,2008.0
329.3,-30.6,-30.6,120230.0,1.0,100.0,90026,Multifamily Housing,46.5,75.8,6382.8,1923.0
209.6,-29.4,-29.4,86936.0,1.0,100.0,90023,Multifamily Housing,39.7,72.1,4584.8,2003.0
1177.2,37.3,37.3,138419.0,1.0,100.0,90027,Medical Office,127.5,308.8,4307.0,1961.0
346.6,57.0,57.0,52653.0,1.0,100.0,91604,Retail Store,86.8,272.6,2736.4,1989.0
43.3,-6.3,-6.3,30377.0,1.0,100.0,91367,Worship Facility,20.7,54.8,842.9,1976.0
202.9,-10.5,-10.5,98484.0,1.0,100.0,90057,Multifamily Housing,33.5,63.6,496.0,1989.0
271.9,-15.3,-15.3,102932.0,2.0,95.0,90292,Multifamily Housing,44.1,76.5,4057.4,2003.0
5.2,-94.2,-94.2,23890.0,1.0,100.0,91601,Multifamily Housing,4.0,4.8,948.5,1987.0
15.9,-80.9,-80.9,41428.0,1.0,95.0,90048,Multifamily Housing,5.4,15.2,1476.2,1987.0
206.5,-18.6,-18.6,87617.0,1.0,100.0,90012,Multifamily Housing,39.4,65.8,9149.3,2007.0
92.6,-11.7,-11.7,32787.0,1.0,100.0,91343,Multifamily Housing,47.7,79.2,2759.6,1964.0
238.1,-47.3,-47.3,28033.0,1.0,80.0,91411,Other - Specialty Hospital,145.8,228.8,3313.0,1969.0
7.9,-89.4,-89.4,52750.0,1.0,100.0,91352,Self-Storage Facility,2.3,5.1,73.0,1978.0
1078.7,-33.9,-33.9,255528.0,1.0,90.0,90067,Office,59.0,162.0,2373.0,1971.0
92.2,-42.2,-42.2,120000.0,1.0,100.0,91352,Non-Refrigerated Warehouse,10.9,30.6,1645.1,1974.0
76.4,171.1,171.1,10000.0,1.0,50.0,91406,Other,122.7,242.1,408.8,1970.0
134.4,46.6,46.6,36902.0,1.0,100.0,90046,Multifamily Housing,58.1,117.3,2516.4,1989.0
857.4,-53.0,-53.0,276149.0,1.0,100.0,91436,Office,45.1,112.7,3278.0,1963.0
89.7,-59.0,-59.0,56396.0,1.0,100.0,91402,Multifamily Housing,25.6,48.0,2939.7,2009.0
81.3,28.8,28.8,20854.0,1.0,100.0,90046,Multifamily Housing,67.4,103.0,1720.5,1959.0
306.1,14.5,14.5,83094.0,1.0,100.0,91311,Multifamily Housing,58.7,118.9,5264.8,1971.0
12.9,-95.6,-95.6,127700.0,1.0,100.0,91342,Distribution Center,1.2,3.7,823.3,1974.0
6.9,-76.2,-76.2,24000.0,1.0,100.0,90062,Self-Storage Facility,4.1,11.4,29.0,2009.0
205.2,284.6,284.6,44100.0,1.0,100.0,90038,Non-Refrigerated Warehouse,72.4,157.4,791.7,1966.0
616.9,74.5,74.5,89649.0,1.0,100.0,91423,Other,102.4,253.3,0.0,1970.0
456.2,-51.9,-51.9,131732.0,1.0,100.0,91367,Retail Store,49.4,129.1,3553.8,1998.0
1405.6,-25.9,-25.9,216163.0,1.0,90.0,90028,Office,94.6,248.5,3070.8,1968.0
264.4,-31.2,-31.2,129344.0,1.0,95.0,90020,Multifamily Housing,33.0,64.0,6991.3,1987.0
515.0,4.7,4.7,97001.0,1.0,90.0,90026,Office,81.4,185.1,2825.4,1965.0
72596.1,17940.2,17940.2,135309.0,1.0,100.0,90045,Other,7075.3,22211.3,751.8,2001.0
171.3,-93.2,-93.2,174000.0,1.0,80.0,90014,Mixed Use Property,14.0,39.1,4030.5,1924.0
155.7,-16.5,-16.5,72201.0,3.0,100.0,90006,Multifamily Housing,33.2,71.0,4037.2,2013.0
5.6,-96.9,-96.9,59000.0,1.0,100.0,90036,Automobile Dealership,1.4,3.8,0.0,1990.0
109.6,316.6,316.6,10328.0,1.0,100.0,90047,Other - Recreation,149.3,403.3,849.8,1990.0
5.0,-93.0,-93.0,39612.0,1.0,95.0,90005,Multifamily Housing,1.8,5.0,675.9,1929.0
41.6,-69.4,-69.4,28276.0,1.0,100.0,91406,Multifamily Housing,27.2,31.5,2088.9,1972.0
87.6,-92.7,-92.7,209357.0,1.0,100.0,90292,Strip Mall,5.9,16.6,9140.6,1973.0
2761.9,-49.8,-49.8,896095.0,1.0,100.0,90067,Office,40.6,127.6,11454.9,1987.0
1201.6,32.0,32.0,172619.0,1.0,100.0,91436,Office,107.7,238.5,4916.2,1980.0
175.5,-29.7,-29.7,186500.0,1.0,95.0,90012,Multifamily Housing,13.4,37.4,3955.0,2007.0
28.1,-71.4,-71.4,23784.0,1.0,100.0,91423,Multifamily Housing,21.1,28.3,796.3,1985.0
486.1,-45.8,-45.8,170523.0,1.0,90.0,90025,Office,41.4,109.4,1571.7,1986.0
38.7,-5.4,-5.4,11310.0,1.0,100.0,91344,Library,48.5,135.9,109.2,1975.0
155.4,8.6,8.6,45124.0,1.0,95.0,90036,Multifamily Housing,61.2,83.8,3206.2,1951.0
0.4,-99.3,-99.3,32166.0,1.0,100.0,91605,Multifamily Housing,0.2,0.5,1875.5,1969.0
313.9,25.0,25.0,67000.0,4.0,100.0,90064,Other - Recreation,77.2,140.0,10093.5,1920.0
49.1,-57.9,-57.9,29728.0,1.0,100.0,91311,Retail Store,23.4,65.7,190.0,2008.0
138.3,-33.2,-33.2,17447.0,1.0,85.0,90057,Senior Care Community,122.3,259.9,3932.6,1977.0
5.2,-94.6,-94.6,32500.0,1.0,100.0,91356,Multifamily Housing,2.3,6.4,1857.4,1969.0
98.2,-12.1,-12.1,28432.0,1.0,100.0,90020,Multifamily Housing,56.8,103.8,857.3,1929.0
94.8,41.5,41.5,21000.0,1.0,90.0,90248,Office,64.1,179.5,1063.6,1978.0
201.3,-14.9,-14.9,57092.0,1.0,100.0,90731,Senior Care Community,51.5,126.6,3670.3,1989.0
808.8,103.4,103.4,190614.0,1.0,100.0,90025,Worship Facility,64.3,143.7,14051.5,1956.0
12.1,-50.8,-50.8,14850.0,1.0,45.0,90031,Worship Facility,10.8,33.8,57.0,1962.0
240.5,92.9,92.9,23000.0,1.0,80.0,91411,Retail Store,191.1,231.6,14.7,1986.0
430.4,52.6,52.6,125000.0,1.0,40.0,90292,Mixed Use Property,49.0,136.2,1009.9,1984.0
214.1,47.8,47.8,80574.0,3.0,100.0,91601,Multifamily Housing,41.8,88.1,2256.9,1958.0
379.8,218.7,218.7,38931.0,2.0,100.0,90025,Office,138.5,387.8,900.5,1993.0
422.0,-72.3,-72.3,277000.0,1.0,35.0,90731,Office,21.2,63.5,1355.5,1990.0
76.0,-79.1,-79.1,80000.0,1.0,100.0,90013,Mixed Use Property,15.8,26.7,1999.8,1928.0
230.3,2.3,2.3,34916.0,1.0,85.0,90046,Multifamily Housing,102.7,212.6,4.4,1987.0
38.6,-55.2,-55.2,75000.0,1.0,95.0,91405,Self-Storage Facility,6.8,21.3,169.0,2001.0
73.8,-16.5,-16.5,26964.0,1.0,100.0,90029,Multifamily Housing,46.5,75.8,1431.5,1926.0
131.5,-8.8,-8.8,49206.0,1.0,95.0,91367,Multifamily Housing,44.0,80.0,2614.8,1971.0
284.5,-8.4,-8.4,131879.0,1.0,100.0,90043,Multifamily Housing,33.5,70.0,5362.8,2004.0
190.6,-13.6,-13.6,82383.0,1.0,100.0,91405,Multifamily Housing,37.1,73.6,3425.3,1985.0
1389.9,765.2,765.2,78711.0,1.0,100.0,91406,Non-Refrigerated Warehouse,302.1,480.1,815.4,1986.0
69.9,-15.2,-15.2,21800.0,1.0,100.0,90006,Multifamily Housing,54.2,90.0,1736.2,1987.0
135.2,-5.2,-5.2,24780.0,1.0,100.0,91352,Office,71.9,225.8,777.2,1985.0
14.0,-77.0,-77.0,38516.0,1.0,100.0,90036,Multifamily Housing,5.1,14.4,1194.6,1990.0
8.1,-80.0,-80.0,38000.0,1.0,100.0,91605,Non-Refrigerated Warehouse,3.0,8.5,304.5,1978.0
167.8,-61.9,-61.9,199676.0,2.0,100.0,91601,Multifamily Housing,13.0,28.9,11855.9,1970.0
1040.2,-45.4,-45.4,128738.0,3.0,100.0,90089,Laboratory,148.9,173.7,1707.2,1951.0
2.1,-99.5,-99.5,140000.0,1.0,100.0,91605,Other,0.2,0.6,638.0,1975.0
498.8,115.1,115.1,84451.0,1.0,100.0,91423,K-12 School,91.8,200.6,4036.5,1968.0
35.1,-76.2,-76.2,122498.0,1.0,100.0,91356,Self-Storage Facility,4.1,11.4,333.0,1995.0
137.9,14.5,14.5,34004.0,1.0,0.0,91606,Office,57.6,161.2,573.8,2000.0
30.7,-68.1,-68.1,27530.0,1.0,95.0,91423,Multifamily Housing,20.0,26.2,1343.3,1972.0
7754.0,-38.0,-38.0,1699782.0,1.0,100.0,90071,Office,73.6,143.2,17910.5,1974.0
495.5,8.4,8.4,195840.0,1.0,95.0,91344,Multifamily Housing,33.6,103.8,12408.4,1997.0
456.6,-34.2,-34.2,132354.0,1.0,100.0,90731,Retail Store,49.8,133.8,2097.0,2008.0
59.5,-20.9,-20.9,23828.0,1.0,95.0,91405,Multifamily Housing,41.1,74.9,2481.7,1987.0
81.4,-11.7,-11.7,164553.0,1.0,100.0,90502,Distribution Center,8.1,22.8,501.9,2013.0
279.1,21.1,21.1,55151.0,1.0,90.0,91304,Retail Store,84.8,145.4,1063.2,2000.0
37.0,-49.5,-49.5,24640.0,1.0,100.0,91352,Transportation Terminal/Station,22.1,56.5,516.8,1962.0
2572.6,-55.7,-55.7,904927.0,1.0,90.0,90067,Office,38.3,114.4,653.3,1981.0
102.7,-59.9,-59.9,45120.0,1.0,95.0,91411,Multifamily Housing,42.6,45.9,530.1,1962.0
41.5,44.9,44.9,21000.0,5.0,100.0,91311,Non-Refrigerated Warehouse,28.5,76.6,132.4,1984.0
2958.2,34.9,34.9,420000.0,1.0,95.0,90010,Office,92.9,291.6,8182.3,1970.0
31.1,-78.6,-78.6,20491.0,1.0,95.0,91356,Multifamily Housing,27.8,33.4,1541.0,1962.0
61.3,-4.2,-4.2,15339.0,1.0,100.0,90006,Fire Station,57.2,147.8,240.0,2008.0
16.9,-32.5,-32.5,20640.0,1.0,100.0,90021,Self-Storage Facility,11.7,32.3,23.9,1948.0
312.7,48.7,48.7,84892.0,1.0,100.0,91604,Multifamily Housing,58.7,118.9,5378.8,1988.0
56.4,25.0,25.0,12500.0,1.0,100.0,91352,Library,64.1,179.5,278.2,2003.0
384.4,-43.3,-43.3,118201.0,1.0,100.0,90028,Strip Mall,42.9,134.7,1694.1,2000.0
50.7,-11.1,-11.1,15250.0,1.0,100.0,90002,Fire Station,52.1,111.0,356.5,2006.0
7.4,-74.3,-74.3,36000.0,1.0,100.0,90501,Non-Refrigerated Warehouse,2.9,8.2,434.8,2003.0
1275.5,-42.2,-42.2,323709.0,1.0,85.0,91367,Office,54.7,152.6,3114.7,1980.0
193.1,-14.0,-14.0,70728.0,1.0,100.0,90004,Multifamily Housing,45.4,77.1,3795.9,1928.0
92.0,-26.0,-26.0,53383.0,1.0,95.0,91405,Multifamily Housing,25.7,63.0,3662.5,1963.0
317.0,269.0,269.0,40940.0,1.0,100.0,90033,Multifamily Housing,116.3,280.2,735.0,1988.0
544.9,-33.9,-33.9,239983.0,1.0,95.0,91607,Multifamily Housing,37.2,68.8,7274.1,2014.0
38.9,-37.4,-37.4,51606.0,1.0,100.0,91040,Self-Storage Facility,10.7,29.9,114.0,2009.0
700.4,-14.3,-14.3,129567.0,0.0,100.0,91326,Wholesale Club/Supercenter,86.8,212.6,4266.2,2010.0
21.3,-75.1,-75.1,60978.0,1.0,100.0,91605,Self-Storage Facility,4.4,11.8,320.0,2000.0
136.1,-2.3,-2.3,160000.0,1.0,100.0,90502,Distribution Center,12.1,33.8,1159.1,1976.0
89.9,-0.6,-0.6,50250.0,1.0,100.0,91602,Multifamily Housing,23.6,74.1,2162.6,2005.0
87.7,-12.2,-12.2,28901.0,1.0,95.0,91042,Multifamily Housing,49.5,93.0,2889.0,1964.0
0.7,-99.3,-99.3,50000.0,1.0,80.0,90015,Other,0.2,0.6,152.6,1907.0
52.3,-5.9,-5.9,14546.0,1.0,100.0,91331,Fire Station,56.9,117.4,1120.1,1960.0
205.2,-36.3,-36.3,64947.0,1.0,50.0,90045,Office,50.8,100.1,1096.8,1982.0
211.2,107.3,107.3,45396.0,1.0,100.0,90014,Multifamily Housing,72.4,157.4,815.0,1912.0
19.6,-80.4,-80.4,33658.0,1.0,100.0,90024,Multifamily Housing,8.3,23.1,245.9,2014.0
263.2,-13.8,-13.8,58499.0,1.0,90.0,90025,Office,59.3,186.3,1660.6,1981.0
7073.1,1919.6,1919.6,28686.0,1.0,100.0,91306,Medical Office,4620.5,4967.9,1119.5,1998.0
208.9,25.1,25.1,45758.0,1.0,95.0,90036,Multifamily Housing,80.6,110.6,3556.2,1951.0
284.2,-29.0,-29.0,112747.0,1.0,100.0,90057,Multifamily Housing,41.7,74.7,6603.1,2004.0
112.2,17.8,17.8,32527.0,1.0,100.0,90057,Office,49.0,137.1,1222.9,1962.0
29.9,-67.1,-67.1,26517.0,1.0,100.0,90031,Office,16.0,44.8,188.5,1957.0
31.9,-80.6,-80.6,33743.0,1.0,100.0,91602,Multifamily Housing,16.8,23.0,1194.6,1963.0
38.5,-69.6,-69.6,152469.0,1.0,100.0,90021,Other,3.6,10.0,161.6,1919.0
123.6,27.0,27.0,52000.0,1.0,100.0,90064,Multifamily Housing,36.5,78.7,1756.4,2015.0
590.2,6.9,6.9,115928.0,1.0,100.0,91324,Retail Store,67.1,210.8,2492.9,2006.0
235.8,-27.2,-27.2,92122.0,1.0,95.0,91335,Multifamily Housing,41.0,78.3,4302.2,1977.0
108.5,-26.1,-26.1,40777.0,1.0,95.0,90035,Office,37.8,105.8,713.9,1989.0
19.6,-68.4,-68.4,16600.0,1.0,100.0,91352,Office,15.6,48.9,88.8,1990.0
31.3,-83.7,-83.7,35160.0,1.0,95.0,91316,Multifamily Housing,16.3,19.8,1163.6,1977.0
166.5,-36.0,-36.0,72821.0,1.0,95.0,91345,Medical Office,35.5,77.8,4749.0,1986.0
172.0,-53.9,-53.9,61323.0,1.0,85.0,91403,Office,37.0,116.1,915.9,1986.0
183.8,-9.5,-9.5,75588.0,1.0,95.0,90046,Multifamily Housing,37.2,80.9,3248.0,1987.0
767.7,-35.5,-35.5,232261.0,1.0,90.0,90048,Office,44.8,132.3,2500.6,1973.0
372.0,128.5,128.5,66517.0,1.0,85.0,90292,Mixed Use Property,83.6,204.0,2013.0,1983.0
101.6,-9.4,-9.4,41840.0,1.0,85.0,90017,Office,34.5,96.6,709.2,1967.0
9715.0,-35.0,-35.0,1699782.0,1.0,100.0,90071,Office,81.1,172.6,27221.2,1974.0
95.9,255.2,255.2,7250.0,1.0,100.0,91402,Medical Office,152.5,478.7,327.0,1962.0
854.7,-41.6,-41.6,231893.0,1.0,90.0,91436,Office,50.7,144.5,2598.7,1970.0
26.7,-8.1,-8.1,12000.0,1.0,100.0,91344,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",29.4,92.2,18.4,1995.0
76.5,-36.3,-36.3,43014.0,1.0,95.0,91604,Multifamily Housing,29.4,52.5,1202.9,1970.0
166.2,0.5,0.5,67477.0,1.0,100.0,90020,Multifamily Housing,39.7,77.6,3545.8,1991.0
504.0,-8.9,-8.9,194546.0,1.0,95.0,90292,Multifamily Housing,41.0,81.0,8540.5,2000.0
35.4,-48.4,-48.4,22616.0,1.0,90.0,91403,Multifamily Housing,22.2,62.1,1008.4,1974.0
150.2,455.9,455.9,10720.0,1.0,100.0,90031,Other - Recreation,195.7,538.2,89.8,1977.0
18.2,-82.6,-82.6,40016.0,1.0,100.0,90020,Multifamily Housing,6.5,18.1,2693.4,1989.0
74.3,-39.5,-39.5,49833.0,1.0,95.0,91403,Multifamily Housing,24.0,47.1,1569.4,1970.0
168.3,-6.2,-6.2,34836.0,1.0,100.0,91343,Hotel,79.5,145.0,4080.0,2002.0
290.4,-27.8,-27.8,81478.0,1.0,100.0,90024,Office,52.2,134.8,839.3,1978.0
3.7,-92.5,-92.5,22848.0,1.0,100.0,91331,Multifamily Housing,2.3,6.4,1600.3,1988.0
6167.4,-17.1,-17.1,560878.0,1.0,100.0,91405,Hospital (General Medical & Surgical),165.6,376.2,32640.3,1980.0
6954.7,8.5,8.5,1735721.0,1.0,70.0,90017,Mixed Use Property,51.1,133.6,22797.7,1973.0
37.0,-29.6,-29.6,11000.0,1.0,100.0,90291,Fire Station,52.4,108.7,303.0,2010.0
277.9,0.2,0.2,59723.0,1.0,100.0,91307,Office,72.4,157.4,1072.2,1979.0
123.4,-47.4,-47.4,55350.0,1.0,95.0,90021,Office,36.6,67.2,1078451.6,1923.0
224.7,-41.3,-41.3,134519.0,2.0,100.0,90005,Multifamily Housing,29.3,51.4,4191.2,2014.0
98.8,-67.3,-67.3,65243.0,1.0,85.0,90006,Hotel,21.5,60.2,5212.5,1958.0
1412.3,-17.0,-17.0,263760.0,1.0,85.0,90094,Office,78.7,201.3,8189.9,2002.0
142.2,82.0,82.0,35568.0,1.0,100.0,90027,Multifamily Housing,59.5,147.2,1307.3,1967.0
172.7,-18.1,-18.1,52500.0,8.0,100.0,91335,Multifamily Housing,54.7,96.4,4238.5,2008.0
13.3,-47.3,-47.3,8518.0,1.0,95.0,90042,Multifamily Housing,22.2,62.2,1310.0,1925.0
100.6,-38.9,-38.9,42746.0,1.0,100.0,91324,Office,34.3,89.9,1264.3,1983.0
689.1,-37.2,-37.2,172517.0,1.0,100.0,90016,Retail Store,53.3,163.1,2824.0,2000.0
304.2,-18.6,-18.6,122396.0,1.0,95.0,90020,Multifamily Housing,40.9,74.4,9094.1,1972.0
59.0,16.5,16.5,14000.0,1.0,100.0,90042,Library,59.8,167.4,144.4,2003.0
681.3,-7.1,-7.1,136714.0,1.0,95.0,90014,Office,57.4,180.3,210864.1,1913.0
378.3,-11.2,-11.2,188030.0,2.0,100.0,90047,Multifamily Housing,32.8,61.6,7007.0,2004.0
778.2,-50.5,-50.5,606030.0,1.0,95.0,91601,Multifamily Housing,20.5,41.2,11156.4,2014.0
547.7,-39.9,-39.9,350952.0,1.0,100.0,91405,Multifamily Housing,21.0,63.0,3882.7,2015.0
4.7,-95.3,-95.3,40000.0,0.0,100.0,91402,Multifamily Housing,1.7,4.7,2963.8,1980.0
3414.2,-47.6,-47.6,970000.0,1.0,90.0,90015,Office,56.1,113.2,12545.5,1965.0
55.2,-43.1,-43.1,24771.0,1.0,95.0,90007,Multifamily Housing,36.6,67.2,414789.1,2002.0
1827.7,86.1,86.1,155645.0,1.0,100.0,90039,Wholesale Club/Supercenter,145.6,401.9,5231.9,1996.0
90.7,56.2,56.2,32678.0,1.0,100.0,90089,Worship Facility,48.6,70.6,0.0,1931.0
982.7,-73.2,-73.2,627899.0,1.0,95.0,90064,Office,18.1,56.4,4238.5,1984.0
82.6,-51.4,-51.4,58401.0,1.0,95.0,90038,Multifamily Housing,24.5,37.0,7284.3,1969.0
0.9,-99.8,-99.8,160127.0,1.0,100.0,91303,Other - Mall,0.1,0.2,5303.9,1999.0
42.8,-27.6,-27.6,16336.0,1.0,95.0,90045,Office,34.5,108.5,3372.2,1992.0
160.5,-30.2,-30.2,72015.0,1.0,95.0,91406,Multifamily Housing,36.6,67.2,3031.2,1988.0
95.9,-54.9,-54.9,60574.0,1.0,100.0,90731,Multifamily Housing,26.5,44.1,2443.4,2015.0
787.7,-21.3,-21.3,234555.0,1.0,95.0,90012,Multifamily Housing,54.9,102.4,13208.4,2016.0
260.8,16.9,16.9,97712.0,1.0,95.0,90094,Multifamily Housing,43.0,84.1,3210.6,2015.0
1552.7,10.1,10.1,406339.0,1.0,95.0,90028,Multifamily Housing,58.5,133.4,13228.6,2009.0
25.6,-80.1,-80.1,94000.0,1.0,100.0,91605,Distribution Center,4.0,10.5,208.7,1975.0
265.9,-22.3,-22.3,75000.0,1.0,80.0,91436,Office,51.1,137.7,17051.4,1980.0
455.2,25.7,25.7,191424.0,1.0,100.0,90732,Multifamily Housing,34.1,93.1,12128.6,1969.0
48.6,-46.7,-46.7,31903.0,1.0,100.0,91331,Multifamily Housing,23.0,54.4,2898.7,1984.0
88.4,-66.6,-66.6,85744.0,1.0,95.0,90291,Multifamily Housing,13.6,42.7,4287.1,1973.0
10.8,-61.2,-61.2,26880.0,1.0,50.0,90021,Non-Refrigerated Warehouse,5.7,15.9,145.1,1978.0
3.0,-96.8,-96.8,21000.0,1.0,65.0,91335,Retail Store,1.0,2.8,1142.3,1988.0
38.8,-67.4,-67.4,31656.0,1.0,100.0,90034,Multifamily Housing,21.6,30.5,1400.6,1990.0
95.1,7.4,7.4,25142.0,1.0,95.0,91604,Multifamily Housing,65.5,99.7,2084.1,1962.0
662.0,-9.2,-9.2,297000.0,1.0,95.0,90017,Multifamily Housing,36.6,67.2,10978.9,2000.0
889.0,11.9,11.9,134000.0,1.0,25.0,90021,Refrigerated Warehouse,94.2,263.7,5101.0,2001.0
355.5,6.3,6.3,82958.0,1.0,100.0,91405,Multifamily Housing,67.3,136.0,4136.5,1969.0
87.6,-9.0,-9.0,34038.0,1.0,100.0,90020,Multifamily Housing,44.2,69.1,2409.5,1970.0
1080.2,-16.2,-16.2,262771.0,1.0,85.0,91367,Office,61.2,161.1,2607.3,2008.0
2642.3,8.2,8.2,670000.0,1.0,90.0,90010,Office,52.8,160.2,17082.6,1969.0
665.4,90.9,90.9,72270.0,1.0,100.0,90021,Refrigerated Warehouse,121.4,381.2,3213.6,1895.0
30.1,-49.9,-49.9,62000.0,1.0,100.0,90058,Distribution Center,6.9,19.3,190.8,2005.0
5730.3,505.0,505.0,201409.0,6.0,100.0,90033,Senior Care Community,391.7,1114.5,111889.9,1921.0
6270.9,-47.8,-47.8,1546011.0,1.0,100.0,90013,Office,53.6,131.0,8890.9,1991.0
390.9,6.1,6.1,109113.0,5.0,95.0,90036,Multifamily Housing,61.1,98.4,865.8,2005.0
224.2,-4.3,-4.3,77024.0,1.0,100.0,91343,Multifamily Housing,48.9,82.9,5254.3,1977.0
370.1,104.0,104.0,89374.0,1.0,100.0,90015,Retail Store,62.4,141.7,24.7,1985.0
218.6,10.6,10.6,88000.0,1.0,25.0,91343,Other,35.3,98.8,423.5,1965.0
316.2,-7.5,-7.5,72000.0,1.0,85.0,91423,Office,63.9,167.8,976.7,1986.0
975.0,-33.4,-33.4,468945.0,2.0,95.0,91364,Multifamily Housing,33.0,64.6,16.6,2015.0
244.8,27.7,27.7,60165.0,1.0,95.0,90045,Multifamily Housing,64.6,126.3,2927.5,2000.0
73.4,-18.9,-18.9,26207.0,1.0,90.0,91311,Office,39.8,111.4,575.2,2000.0
15.4,-91.5,-91.5,31301.0,1.0,100.0,90025,Strip Mall,7.0,19.5,2051.9,1986.0
91.8,-41.2,-41.2,107806.0,0.0,10.0,90023,Distribution Center,11.2,35.3,2589.4,2009.0
202.8,-72.9,-72.9,132000.0,1.0,85.0,91311,Office,20.3,63.6,2114.0,1985.0
841.5,40.8,40.8,91520.0,1.0,100.0,90014,Office,155.3,250.2,2949.6,1924.0
941.6,8.8,8.8,147310.0,1.0,100.0,91345,Residential Care Facility,84.3,264.6,16431.1,1992.0
805.4,-21.3,-21.3,310796.0,1.0,95.0,90036,Multifamily Housing,40.5,83.1,9130.7,2008.0
244.0,10.2,10.2,76385.0,1.0,95.0,91356,Multifamily Housing,54.7,86.7,3392.4,1970.0
28.3,1.6,1.6,8853.0,1.0,100.0,90045,Fire Station,45.3,126.9,0.0,2001.0
301.9,-31.3,-31.3,166826.0,1.0,95.0,90057,Multifamily Housing,22.4,62.0,6371.8,1927.0
1152.0,-47.9,-47.9,329953.0,1.0,80.0,90017,Lifestyle Center,51.5,123.7,27792.1,2012.0
