CARBON DIOXIDE EMISSIONS (Metric Ton CO2e),% DIFFERENCE FROM NATIONAL MEDIAN SOURCE EUI,% DIFFERENCE FROM NATIONAL MEDIAN SITE EUI,GROSS BUILDING FLOOR AREA (ft²),NUMBER OF BUILDINGS,OCCUPANCY,POSTAL CODE,PROPERTY TYPE,SITE ENERGY USE INTENSITY (EUI) (kBtu/ft²),Source EUI (kBtu/ft²),TOTAL WATER USE (kgal),YEAR BUILT
70.0,2.1,2.1,20253.0,1.0,100.0,90025,Office,49.9,133.7,363.6,1981.0
242.7,-4.7,-4.7,92534.0,1.0,95.0,91423,Multifamily Housing,45.2,70.0,3230.1,1970.0
99.7,-13.0,-13.0,29749.0,1.0,100.0,91304,Multifamily Housing,58.1,87.9,1579.3,1964.0
19.3,-89.6,-89.6,138215.0,1.0,100.0,90744,Self-Storage Facility,1.6,5.0,97.0,1978.0
384.5,-20.9,-20.9,206019.0,1.0,95.0,91364,Multifamily Housing,27.6,65.9,7478.1,1989.0
333.1,-66.6,-66.6,363052.0,1.0,95.0,90024,Multifamily Housing,12.7,35.8,2.1,2008.0
236.8,-40.2,-40.2,62301.0,1.0,100.0,90007,College/University,50.2,157.1,948.6,2012.0
804.2,21.4,21.4,240690.0,1.0,100.0,90015,Multifamily Housing,48.6,120.9,14.7,2006.0
2027.5,-51.6,-51.6,540391.0,1.0,80.0,90036,Office,50.6,151.1,5252.4,1987.0
33.7,-55.4,-55.4,51567.0,1.0,100.0,91342,Non-Refrigerated Warehouse,9.3,25.9,221.2,1969.0
335.7,-43.0,-43.0,99845.0,1.0,85.0,90014,Office,45.2,126.7,483.3,1985.0
41.5,-20.7,-20.7,22998.0,1.0,100.0,90034,Multifamily Housing,29.8,53.8,655.3,1987.0
103.9,-42.6,-42.6,37949.0,1.0,100.0,90004,Office,46.5,75.8,2014.6,1968.0
1643.4,120.3,120.3,291128.0,1.0,100.0,90045,Hotel,76.9,177.7,14838.0,1997.0
155.2,-41.5,-41.5,74228.0,1.0,95.0,90044,Multifamily Housing,32.9,69.1,3123.9,1990.0
644.9,28.2,28.2,23066.0,1.0,100.0,90025,Mixed Use Property,484.1,735.3,6339.0,1984.0
388.9,-22.6,-22.6,126164.0,1.0,95.0,91311,Multifamily Housing,48.1,99.1,8.0,2008.0
8.8,-63.1,-63.1,21000.0,1.0,100.0,91352,Non-Refrigerated Warehouse,6.2,15.6,46.4,1969.0
821.5,1227.0,1227.0,26348.0,3.0,100.0,91402,Multifamily Housing,442.6,1239.4,56.5,1984.0
331.2,-17.6,-17.6,159500.0,1.0,95.0,91436,Multifamily Housing,33.1,64.0,4540.7,2010.0
321.4,-1.9,-1.9,115150.0,1.0,95.0,91356,Multifamily Housing,42.4,94.0,2837.4,1995.0
305.1,-26.6,-26.6,149376.0,1.0,100.0,91303,Multifamily Housing,33.3,62.6,4064.9,2000.0
759.0,-21.1,-21.1,104177.0,1.0,100.0,90041,College/University,120.7,207.2,477.6,1970.0
10.0,-54.3,-54.3,20517.0,1.0,100.0,91605,Non-Refrigerated Warehouse,6.9,19.3,52.4,1966.0
705.9,-34.6,-34.6,169951.0,1.0,100.0,91436,Office,56.4,165.9,2595.0,1983.0
7.3,-92.4,-92.4,44303.0,1.0,95.0,91406,Multifamily Housing,2.3,6.5,2210.4,1979.0
284.5,-14.1,-14.1,102932.0,2.0,95.0,90292,Multifamily Housing,44.6,83.2,3719.3,2003.0
71.5,-9.2,-9.2,21976.0,1.0,100.0,91344,Office,47.8,122.4,1327.0,1964.0
687.1,248.7,248.7,69822.0,0.0,100.0,91367,Movie Theater,139.8,390.6,430.9,2000.0
1314.7,-41.4,-41.4,406520.0,1.0,70.0,90017,Office,42.6,133.9,4221.3,1980.0
201.9,5.6,5.6,64315.0,1.0,100.0,90021,Mixed Use Property,41.4,130.0,305.3,1983.0
67.9,-17.9,-17.9,21700.0,1.0,100.0,91405,Multifamily Housing,53.9,83.5,1152.0,1957.0
58.3,-75.0,-75.0,193967.0,1.0,100.0,90064,Self-Storage Facility,4.3,12.0,263.0,2001.0
261.2,317.0,317.0,30162.0,1.0,100.0,90026,Multifamily Housing,129.3,316.7,541.5,1993.0
80.9,39.5,39.5,21958.0,1.0,100.0,91403,Multifamily Housing,58.7,118.9,1391.3,1957.0
97.2,181.8,181.8,34425.0,1.0,100.0,90502,Non-Refrigerated Warehouse,41.8,104.7,370.0,1975.0
6774.1,-53.8,-53.8,2771457.0,1.0,80.0,90071,Office,32.4,100.4,17715.3,1981.0
22.3,-71.7,-71.7,64600.0,1.0,100.0,91601,Self-Storage Facility,4.8,13.5,79.0,2016.0
66.6,-6.1,-6.1,23203.0,1.0,50.0,90045,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",46.1,91.0,356.6,1981.0
346.4,-43.1,-43.1,114254.0,1.0,75.0,90013,Office,44.2,115.6,1196.9,1913.0
33.7,-66.6,-66.6,22539.0,1.0,100.0,90020,Multifamily Housing,25.8,39.5,1367.4,1964.0
76.8,329.5,329.5,7600.0,2.0,100.0,90043,Other - Recreation,133.9,415.8,7482.8,1960.0
134.0,107.3,107.3,28806.0,1.0,100.0,90027,Multifamily Housing,72.4,157.4,516.9,1964.0
25.8,8.4,8.4,10075.0,1.0,100.0,90033,Other - Recreation,34.0,105.0,3155.3,1974.0
2711.5,1045.6,1045.6,84000.0,1.0,40.0,90007,Performing Arts,458.3,1283.1,1463.2,1926.0
5.4,-84.9,-84.9,10000.0,1.0,50.0,91406,Other,8.0,18.6,117.9,1970.0
2397.8,46.0,46.0,275375.0,1.0,100.0,90012,Hotel,131.9,295.0,21772.1,1977.0
1367.2,-5.9,-5.9,406520.0,1.0,70.0,90017,Office,44.3,139.2,4603.7,1980.0
70.0,-46.5,-46.5,157200.0,1.0,100.0,90502,Non-Refrigerated Warehouse,6.3,17.7,885.7,1981.0
58.7,-12.9,-12.9,21632.0,1.0,100.0,90036,Multifamily Housing,46.3,74.4,1035.6,1929.0
3341.4,-37.9,-37.9,822203.0,1.0,80.0,91608,Office,53.6,168.3,16687.7,1985.0
33.7,-78.3,-78.3,25972.0,1.0,95.0,91311,Multifamily Housing,23.3,30.5,1478.1,1964.0
103.5,0.6,0.6,39598.0,1.0,100.0,90020,Multifamily Housing,43.5,76.4,2921.9,1986.0
23.5,-72.5,-72.5,74286.0,1.0,90.0,91601,Self-Storage Facility,4.2,13.1,121.9,2003.0
14.4,-79.2,-79.2,58000.0,1.0,100.0,90038,Self-Storage Facility,3.4,9.9,204.0,2001.0
472.1,-58.9,-58.9,139368.0,1.0,100.0,91307,Retail Store,42.2,115.5,429.3,2003.0
954.6,-51.8,-51.8,358478.0,1.0,95.0,90049,Office,36.6,102.3,3297.3,1986.0
287.1,-34.6,-34.6,137710.0,1.0,100.0,91311,Senior Care Community,32.2,71.6,4771.8,2000.0
97.7,-31.0,-31.0,55240.0,1.0,100.0,90049,Multifamily Housing,29.3,52.3,1633.7,1967.0
185.7,-23.9,-23.9,63390.0,1.0,95.0,91343,Multifamily Housing,47.5,87.3,4854.3,1964.0
275.5,88.9,88.9,57960.0,1.0,100.0,91331,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",68.9,183.0,1000.8,2015.0
1347.2,-47.2,-47.2,447252.0,1.0,90.0,90064,Office,44.9,110.5,5486.0,1985.0
125.3,-37.4,-37.4,60698.0,1.0,95.0,90027,Multifamily Housing,34.0,61.9,5.7,2000.0
20.3,-81.2,-81.2,90900.0,1.0,100.0,90031,Self-Storage Facility,3.0,8.9,71.0,1990.0
5.0,-82.8,-82.8,21881.0,1.0,100.0,90033,Non-Refrigerated Warehouse,3.3,9.1,37.7,1937.0
106.0,14.1,14.1,29680.0,5.0,100.0,90007,Automobile Dealership,50.8,141.6,3821.0,1962.0
444.3,-40.5,-40.5,222048.0,1.0,95.0,90012,Multifamily Housing,31.8,64.8,6879.8,2009.0
41.0,5.9,5.9,10700.0,1.0,100.0,91342,Library,54.3,152.1,80.2,2003.0
23.6,-55.2,-55.2,25491.0,1.0,100.0,90077,Multifamily Housing,13.1,36.8,1208.4,1955.0
21.3,-45.8,-45.8,13400.0,1.0,100.0,91405,Other - Services,25.1,52.5,56.5,1990.0
1010.2,-25.0,-25.0,255528.0,1.0,90.0,90067,Office,59.5,142.7,3209.3,1971.0
199.8,5.7,5.7,120285.0,1.0,100.0,90501,Distribution Center,23.6,66.0,1474.8,2001.0
62.2,-7.1,-7.1,19308.0,1.0,100.0,91402,Fire Station,48.5,116.1,216.1,2007.0
882.9,150.8,150.8,63474.0,1.0,100.0,90039,Office,201.9,534.0,2879.0,1977.0
761.8,93.4,93.4,112780.0,1.0,100.0,90033,Refrigerated Warehouse,95.9,268.5,1864.0,1924.0
660.4,-49.7,-49.7,239096.0,1.0,55.0,90502,Office,36.4,114.4,2808.2,1984.0
123.5,15.7,15.7,26550.0,1.0,100.0,90020,Office,72.4,157.4,476.7,1958.0
4414.8,-38.2,-38.2,1195173.0,1.0,100.0,90067,Office,51.4,142.2,16208.2,1974.0
37.9,-0.1,-0.1,10500.0,1.0,100.0,90003,Library,51.3,143.5,253.2,2004.0
28.0,-35.5,-35.5,40387.0,1.0,100.0,91406,Non-Refrigerated Warehouse,9.9,27.6,534.2,2003.0
73.0,-13.4,-13.4,25604.0,1.0,100.0,91406,Multifamily Housing,48.6,78.4,2244.2,1964.0
56.3,-61.9,-61.9,28800.0,1.0,100.0,91367,Office,33.5,52.9,80.0,1975.0
211.6,-34.3,-34.3,90700.0,1.0,95.0,90064,Multifamily Housing,35.7,77.8,3024.4,2014.0
678.3,-53.0,-53.0,179336.0,1.0,100.0,91367,Office,44.7,134.4,2194.0,2003.0
21.1,-55.3,-55.3,23700.0,1.0,100.0,90005,Multifamily Housing,12.7,35.4,1656.5,1926.0
68.3,-18.8,-18.8,26844.0,1.0,100.0,91402,Multifamily Housing,43.3,70.3,1969.6,1961.0
95.7,57.3,57.3,25780.0,1.0,100.0,90005,Multifamily Housing,59.2,119.5,1633.4,1928.0
10.8,-90.3,-90.3,22000.0,1.0,100.0,91602,Multifamily Housing,4.1,11.4,324.1,2010.0
149.0,-22.4,-22.4,24207.0,1.0,100.0,90029,Senior Care Community,103.7,174.6,2767.6,1969.0
686.1,-37.9,-37.9,382200.0,1.0,95.0,90012,Multifamily Housing,28.8,56.9,7599.5,2013.0
171.0,-5.3,-5.3,59141.0,1.0,100.0,91316,Multifamily Housing,48.6,82.1,3940.0,1967.0
693.3,5.2,5.2,183999.0,1.0,100.0,90014,Other,56.6,129.6,751.8,1912.0
232.5,10.7,10.7,104777.0,1.0,100.0,90048,Multifamily Housing,34.8,73.8,3678.9,1980.0
1719.4,-44.2,-44.2,370184.0,1.0,100.0,90064,Office,65.1,177.5,73.2,1983.0
16.0,-90.5,-90.5,139868.0,1.0,100.0,91406,Self-Storage Facility,1.6,4.6,802.0,1995.0
404.1,10.4,10.4,147500.0,1.0,95.0,91604,Multifamily Housing,43.2,90.4,5108.4,1996.0
589.0,-21.5,-21.5,343357.0,1.0,95.0,90034,Multifamily Housing,25.6,62.7,149311.1,1966.0
10.1,-89.5,-89.5,30803.0,4.0,75.0,90027,Multifamily Housing,5.3,10.4,1356.8,1958.0
224.4,12.5,12.5,60165.0,1.0,95.0,90045,Multifamily Housing,62.2,108.4,2343.2,2000.0
706.0,-53.6,-53.6,210487.0,1.0,90.0,90024,Office,40.7,116.8,1719.1,1986.0
41.8,-45.9,-45.9,52416.0,1.0,100.0,90045,Distribution Center,11.8,29.7,107.0,2015.0
263.3,-84.6,-84.6,288045.0,1.0,90.0,90058,Refrigerated Warehouse,13.0,36.3,303.7,1965.0
719.1,83.8,83.8,112000.0,1.0,100.0,91316,Mixed Use Property,94.9,226.4,4938.6,1975.0
209.2,-78.3,-78.3,229198.0,1.0,10.0,90010,Office,13.5,32.1,1952.4,1949.0
72.2,-46.6,-46.6,45550.0,1.0,95.0,91343,Multifamily Housing,22.5,63.0,4833.9,1963.0
11.6,-95.9,-95.9,132536.0,1.0,95.0,91406,Multifamily Housing,1.2,3.5,2518.4,1985.0
55.2,-58.2,-58.2,43782.0,1.0,90.0,90015,Retail Store,17.9,50.2,650.9,1925.0
372.4,-33.1,-33.1,90000.0,1.0,50.0,91311,Hotel,66.8,124.5,3790.4,1991.0
42.1,33.4,33.4,8736.0,1.0,100.0,90037,Library,68.4,191.6,127.2,1913.0
376.7,-22.6,-22.6,298384.0,1.0,95.0,90012,Multifamily Housing,20.4,43.7,8514.3,2007.0
365.4,-24.1,-24.1,160710.0,1.0,95.0,91316,Multifamily Housing,36.9,78.0,8084.9,2004.0
58.1,-35.9,-35.9,23728.0,1.0,100.0,90065,Multifamily Housing,39.8,75.7,2070.6,1983.0
59.4,19.8,19.8,40136.0,1.0,100.0,90502,Non-Refrigerated Warehouse,21.0,58.9,560.8,1976.0
110.6,0.1,0.1,40400.0,1.0,100.0,90046,Multifamily Housing,46.5,75.8,2144.8,1965.0
41.6,80.1,80.1,9771.0,1.0,100.0,90031,Other - Recreation,56.7,174.4,991.9,1977.0
124.1,-35.7,-35.7,70675.0,7.0,95.0,91606,Multifamily Housing,24.9,69.8,5585.0,1965.0
74.2,-26.1,-26.1,17571.0,1.0,100.0,90013,Multifamily Housing,69.1,128.2,2023.7,1996.0
183.6,-4.8,-4.8,79203.0,3.0,100.0,90024,Multifamily Housing,38.5,68.1,4106.8,1985.0
41.6,-57.7,-57.7,37000.0,1.0,65.0,90038,Residence Hall/Dormitory,16.0,44.7,487.3,1926.0
230.0,-28.1,-28.1,139876.0,4.0,95.0,91605,Multifamily Housing,21.7,68.1,8634.8,1970.0
78.6,-56.3,-56.3,156464.0,1.0,100.0,90065,Self-Storage Facility,6.6,20.8,17.0,1978.0
120.1,-34.6,-34.6,67132.0,1.0,100.0,90021,Multifamily Housing,29.2,54.7,3775.5,1994.0
101.9,370.6,370.6,12000.0,1.0,100.0,91324,Social/Meeting Hall,117.9,328.6,7476.0,1979.0
871.1,-23.4,-23.4,248368.0,1.0,60.0,90010,Office,51.9,130.4,3837.0,1982.0
52.3,15.8,15.8,12500.0,1.0,100.0,91364,Library,59.4,166.4,190.7,2003.0
37.8,-44.8,-44.8,32664.0,1.0,100.0,90028,Multifamily Housing,16.4,46.0,1078451.6,1987.0
101.1,-80.6,-80.6,158213.0,1.0,100.0,90012,Mixed Use Property,9.1,23.9,7689.4,1989.0
245.6,84.7,84.7,52793.0,1.0,100.0,91402,Multifamily Housing,72.4,157.4,947.8,1971.0
340.1,47.9,47.9,65927.0,1.0,95.0,90048,Office,80.9,172.1,872.6,1964.0
34.5,-80.9,-80.9,154205.0,1.0,100.0,90026,Self-Storage Facility,3.0,9.1,100.0,2001.0
40.8,-57.6,-57.6,45065.0,1.0,100.0,90064,K-12 School,14.0,31.3,293.2,1953.0
334.4,509.8,509.8,22500.0,1.0,100.0,90026,Retail Store,211.0,590.8,18.2,1980.0
32.9,-14.9,-14.9,10700.0,1.0,100.0,91342,Library,43.7,122.3,75.5,2003.0
1783.3,-40.2,-40.2,494575.0,1.0,80.0,90017,Office,47.7,148.7,6113.8,1992.0
2.6,-57.2,-57.2,2000.0,0.0,100.0,90057,Medical Office,18.6,52.1,555.1,2017.0
44.4,12.2,12.2,10942.0,1.0,100.0,90029,Library,57.6,161.1,634.3,1995.0
92.5,-20.0,-20.0,57390.0,1.0,100.0,90029,Multifamily Housing,22.9,64.1,2981.7,2007.0
3532.7,75.8,75.8,384002.0,1.0,100.0,90012,Hotel,149.8,282.7,23532.2,1991.0
210.7,-64.6,-64.6,100000.0,1.0,95.0,90028,Multifamily Housing,13.9,43.6,2599.9,2016.0
2755.7,-46.9,-46.9,824106.0,1.0,85.0,90067,Office,44.1,138.4,7885.5,1990.0
566.2,-34.1,-34.1,160498.0,1.0,90.0,91304,Office,55.0,119.2,5646.1,1999.0
110.1,22.8,22.8,28292.0,1.0,100.0,91411,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",63.5,118.9,239.0,1973.0
10266.2,0.1,0.1,838695.0,2.0,100.0,90034,Hospital (General Medical & Surgical),193.7,400.5,39195.8,1975.0
1763.1,-41.1,-41.1,696900.0,1.0,90.0,90064,Enclosed Mall,35.9,100.6,9428.3,1985.0
45.1,24.2,24.2,7514.0,1.0,100.0,90036,Fire Station,93.9,191.7,814.2,1987.0
573.4,-15.4,-15.4,144090.0,10.0,95.0,90019,Multifamily Housing,63.1,105.2,9431.0,1964.0
27.8,-45.1,-45.1,22576.0,1.0,100.0,91367,Mixed Use Property,17.5,49.0,573.0,1975.0
98.6,34.8,34.8,14700.0,1.0,100.0,91344,Office,95.3,251.6,530.7,1990.0
262.5,-46.1,-46.1,113316.0,1.0,100.0,91402,Enclosed Mall,32.9,92.1,2723.2,1964.0
74.6,56.6,56.6,20246.0,1.0,100.0,90036,Multifamily Housing,58.7,118.9,1282.8,1928.0
61.3,-89.7,-89.7,119000.0,1.0,100.0,90015,Hotel,6.8,21.2,608.0,1900.0
46.0,5.2,5.2,10365.0,1.0,100.0,90034,Fire Station,64.1,162.4,190.6,1942.0
321.1,-15.8,-15.8,130929.0,1.0,95.0,91607,Multifamily Housing,36.8,84.4,4444.2,2012.0
59.4,12.0,12.0,21698.0,1.0,100.0,90006,Multifamily Housing,46.5,75.8,1151.9,2010.0
139.2,-18.9,-18.9,44338.0,1.0,65.0,90025,Office,44.6,124.8,552.8,1983.0
79.6,-16.9,-16.9,24049.0,1.0,95.0,91343,Multifamily Housing,56.0,92.4,3077.5,1965.0
1085.1,-45.8,-45.8,1506115.0,2.0,100.0,90501,Distribution Center,10.2,28.6,10459.3,1998.0
994.4,59.8,59.8,90607.0,1.0,100.0,90045,Medical Office,144.5,356.7,6559.7,1997.0
686.6,-11.5,-11.5,138778.0,1.0,100.0,90012,Office,71.2,182.1,10246.4,2005.0
3.5,-94.5,-94.5,21552.0,1.0,95.0,90036,Multifamily Housing,2.3,6.5,11.9,1956.0
3441.9,21.1,21.1,1008692.0,2.0,100.0,90012,Stadium (Open),48.4,135.6,43631.6,1962.0
66.5,-31.4,-31.4,31532.0,1.0,100.0,91306,Multifamily Housing,34.7,63.3,1674.0,1975.0
19.5,-1.0,-1.0,8100.0,1.0,100.0,91324,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",34.3,95.9,71.5,1961.0
364.9,-27.6,-27.6,92547.0,1.0,95.0,91367,Office,52.0,163.2,5046.3,1980.0
145.5,-37.3,-37.3,65045.0,1.0,100.0,91403,Multifamily Housing,36.7,67.7,3916.8,2001.0
251.4,7.2,7.2,84094.0,1.0,85.0,91401,Multifamily Housing,53.0,73.2,4107.6,1990.0
1880.9,-51.7,-51.7,541704.0,1.0,95.0,90012,Office,46.5,141.1,8665.2,1998.0
64.4,-28.8,-28.8,22450.0,1.0,95.0,90041,Multifamily Housing,47.6,84.0,2056.4,1979.0
851.1,-22.7,-22.7,188490.0,1.0,90.0,90025,Office,67.6,164.4,2678.5,1980.0
362.3,73.6,73.6,98000.0,1.0,100.0,90039,Performing Arts,50.1,147.8,647.1,1965.0
340.4,-12.2,-12.2,146796.0,1.0,95.0,90066,Multifamily Housing,38.6,67.6,6142.3,1980.0
78.4,4.8,4.8,25797.0,1.0,95.0,91606,Multifamily Housing,46.2,108.0,1284.8,1976.0
593.6,-48.7,-48.7,160366.0,1.0,100.0,91325,Office,48.8,153.3,4675.3,1986.0
41.7,-34.1,-34.1,22406.0,1.0,95.0,91423,Multifamily Housing,28.5,64.9,1051.2,1956.0
32.6,-39.8,-39.8,24500.0,1.0,75.0,91402,Residential Care Facility,23.1,64.7,2266.6,2001.0
35.6,-53.6,-53.6,66843.0,1.0,100.0,90007,Self-Storage Facility,7.0,22.1,24.0,2010.0
550.1,-40.9,-40.9,160498.0,1.0,75.0,91304,Office,49.1,126.9,6659.5,1999.0
0.9,-99.1,-99.1,41464.0,1.0,100.0,91342,Mixed Use Property,0.3,0.8,433.1,1980.0
69.2,-8.2,-8.2,25838.0,1.0,95.0,91607,Multifamily Housing,43.1,84.2,1657.5,1986.0
185.9,-35.1,-35.1,110745.0,4.0,90.0,90036,Multifamily Housing,23.1,65.6,3134.0,2002.0
175.7,1.3,1.3,66360.0,1.0,95.0,90046,Multifamily Housing,40.6,88.0,2290.5,1987.0
4.9,-85.1,-85.1,23000.0,1.0,100.0,90021,Office,3.0,8.5,462.3,1958.0
247.4,-12.6,-12.6,131879.0,1.0,100.0,90043,Multifamily Housing,30.0,60.2,4760.6,2004.0
1222.0,-43.4,-43.4,331494.0,1.0,55.0,90067,Office,51.6,141.2,2843.2,1971.0
130.3,-21.8,-21.8,47378.0,3.0,90.0,91331,Multifamily Housing,45.9,79.8,3940.7,1987.0
217.2,-56.3,-56.3,93342.0,1.0,100.0,90033,Medical Office,33.1,92.2,3279.0,2014.0
241.8,22.5,22.5,64160.0,1.0,100.0,90027,Multifamily Housing,56.6,129.6,5205.7,1973.0
1120.2,-33.7,-33.7,462375.0,1.0,25.0,90036,Office,32.5,98.1,4531.0,1987.0
114.4,13.3,13.3,24584.0,1.0,100.0,91436,Wholesale Club/Supercenter,72.4,157.4,441.4,1967.0
17.7,-63.7,-63.7,35750.0,1.0,100.0,90013,Non-Refrigerated Warehouse,7.0,19.7,385.0,1923.0
98.7,-22.2,-22.2,29548.0,1.0,100.0,91402,Office,54.1,103.9,664.3,1958.0
317.1,30.5,30.5,88134.0,1.0,100.0,91331,Multifamily Housing,53.7,124.9,5584.2,1984.0
477.2,89.6,89.6,56300.0,1.0,0.0,90066,Office,131.9,286.8,1841.0,1969.0
358.7,21.4,21.4,123450.0,1.0,95.0,90057,Multifamily Housing,38.3,120.3,19.8,1970.0
346.2,150.5,150.5,57057.0,1.0,100.0,91402,Multifamily Housing,91.8,217.0,9384.3,1994.0
1773.1,148.8,148.8,165042.0,1.0,90.0,90020,Enclosed Mall,153.0,424.8,18762.7,2007.0
40.2,-40.5,-40.5,14880.0,1.0,100.0,90272,Fire Station,40.8,91.9,441.0,2010.0
682.6,-25.0,-25.0,193000.0,1.0,100.0,90013,Refrigerated Warehouse,46.6,146.4,522.9,1903.0
129.9,-42.2,-42.2,54287.0,1.0,95.0,90041,Office,34.3,93.8,2133.8,1974.0
650.4,-37.5,-37.5,162788.0,1.0,100.0,90066,Retail Store,47.3,141.8,3997.2,1994.0
855.2,11.6,11.6,192306.0,1.0,95.0,90036,Multifamily Housing,79.1,105.7,10918.6,1951.0
0.5,-99.3,-99.3,26108.0,1.0,100.0,90036,Multifamily Housing,0.3,0.8,12.8,1950.0
581.9,-35.2,-35.2,131305.0,1.0,100.0,91311,Office,59.6,179.1,441.4,1981.0
47.4,-71.1,-71.1,40027.0,1.0,100.0,90036,Multifamily Housing,19.8,34.1,1245.9,1991.0
203.4,56.7,56.7,41900.0,1.0,95.0,90028,Multifamily Housing,74.4,169.2,1695.1,1981.0
97.8,-88.4,-88.4,149259.0,1.0,80.0,91356,Other - Mall,9.3,26.0,195.2,2009.0
127.5,-13.0,-13.0,49654.0,1.0,95.0,91367,Multifamily Housing,42.5,75.9,2614.8,1971.0
231.9,-24.3,-24.3,281425.0,1.0,100.0,90501,Distribution Center,11.7,32.8,3977.4,2012.0
8871.8,-4.4,-4.4,1368248.0,1.0,80.0,90071,Hotel,104.1,175.4,46669.5,1976.0
682.1,89.2,89.2,337244.0,1.0,100.0,90015,Distribution Center,29.4,77.5,830.6,1957.0
131.0,21.9,21.9,27000.0,1.0,100.0,91311,Office,74.6,168.1,100.2,1977.0
9.1,-90.5,-90.5,36560.0,1.0,95.0,90004,Multifamily Housing,4.1,7.5,1953.9,1985.0
22.7,-73.0,-73.0,69860.0,1.0,100.0,90011,Self-Storage Facility,4.6,12.9,0.0,1925.0
341.8,-80.8,-80.8,203657.0,1.0,100.0,91335,Strip Mall,29.1,43.9,7924.9,1996.0
627.4,147.5,147.5,163437.0,11.0,90.0,91352,Worship Facility,56.3,144.6,847.7,1957.0
359.9,-29.5,-29.5,130099.0,1.0,100.0,90007,Multifamily Housing,44.5,87.2,14026.3,1900.0
84.4,-27.5,-27.5,64701.0,1.0,100.0,90007,Multifamily Housing,18.7,51.1,3301.2,1964.0
346.4,-19.3,-19.3,178822.0,1.0,95.0,90049,Multifamily Housing,31.8,58.6,5183.3,1968.0
2968.7,-24.4,-24.4,664712.0,1.0,100.0,90045,Hotel,69.7,143.4,32138.0,1990.0
662.2,14.9,14.9,169163.0,1.0,100.0,91401,Automobile Dealership,58.6,142.6,2811.9,2012.0
265.1,-67.3,-67.3,203005.0,1.0,100.0,90015,Mixed Use Property,20.8,40.2,3569.6,2017.0
551.6,-4.5,-4.5,97035.0,1.0,100.0,90036,Medical Office,81.5,210.4,10238.6,1984.0
46.9,-35.4,-35.4,30018.0,1.0,90.0,91402,Multifamily Housing,22.2,62.2,2951.1,1995.0
26.4,-70.1,-70.1,25304.0,1.0,100.0,91423,Multifamily Housing,18.7,24.6,1384.7,1971.0
80.9,53.3,53.3,22737.0,1.0,100.0,90004,Multifamily Housing,56.3,116.4,1440.7,1972.0
69.2,-11.7,-11.7,21985.0,1.0,95.0,91344,Multifamily Housing,52.3,92.1,2026.7,1964.0
13174.4,-0.6,-0.6,756397.0,1.0,100.0,90027,Hospital (General Medical & Surgical),268.8,571.0,122746.3,1967.0
340.2,-32.3,-32.3,180000.0,10.0,95.0,91311,Multifamily Housing,26.8,75.1,2428.2,1957.0
420.4,-51.9,-51.9,193805.0,1.0,100.0,90094,Office,32.4,79.3,2129.8,2010.0
6.3,-90.3,-90.3,22101.0,1.0,90.0,90020,Multifamily Housing,4.1,11.4,2242.9,1956.0
2673.3,-48.3,-48.3,824106.0,1.0,85.0,90067,Office,42.8,134.3,7344.9,1990.0
26.0,-82.7,-82.7,63682.0,1.0,100.0,90028,Multifamily Housing,6.0,16.9,3625.6,1989.0
375.9,76.2,76.2,39787.0,1.0,100.0,90027,Office,150.8,303.5,1796.1,1967.0
487.4,18.8,18.8,160858.0,1.0,100.0,91402,Multifamily Housing,47.5,101.3,1632.2,1972.0
23.7,-73.1,-73.1,70981.0,1.0,100.0,90034,Self-Storage Facility,4.8,12.9,116.0,1990.0
15.8,-86.0,-86.0,37426.0,3.0,70.0,90046,Retail Store,6.0,16.8,1744.9,1988.0
68.6,-20.4,-20.4,23056.0,1.0,100.0,90005,Multifamily Housing,50.6,82.4,1330.2,1927.0
465.2,-46.5,-46.5,238195.0,1.0,95.0,90006,Multifamily Housing,31.5,61.1,7688.5,2008.0
86.7,-23.5,-23.5,33000.0,1.0,100.0,90036,Multifamily Housing,42.9,80.2,1508.1,1989.0
161.4,-58.8,-58.8,66030.0,1.0,100.0,90013,Hotel,39.1,75.0,2621.2,1910.0
127.7,6.2,6.2,41484.0,1.0,100.0,90005,Multifamily Housing,53.4,80.7,4479.8,1928.0
902.0,9.3,9.3,120000.0,1.0,100.0,90028,Office,108.7,290.3,6898.2,1924.0
621.6,2.6,2.6,134916.0,1.0,85.0,90015,Office,32.7,91.6,1887.3,1972.0
31.1,-48.6,-48.6,76946.0,1.0,100.0,90501,Distribution Center,5.3,16.8,423.4,1977.0
48.1,-28.4,-28.4,78000.0,1.0,100.0,91331,Distribution Center,8.8,24.3,209.7,1989.0
141.2,-31.4,-31.4,57384.0,1.0,95.0,90028,Multifamily Housing,40.4,74.0,2748.3,1990.0
366.1,95.6,95.6,105635.0,1.0,95.0,90291,Multifamily Housing,54.2,116.3,2703.9,2012.0
627.1,-21.5,-21.5,172408.0,1.0,100.0,90015,College/University,52.3,141.7,3060.3,1989.0
26.4,0.3,0.3,7500.0,1.0,100.0,90731,Fire Station,53.3,125.2,921.7,2001.0
76.1,2.9,2.9,21825.0,1.0,90.0,91311,Office,49.5,138.7,450.8,2000.0
